id,student_id,teacher_id,attendance_date,status,created_at
08ac4398-9740-4bf9-9d91-f79b8f20801c,11d7483f-dcd1-4e65-b35e-922401c98345,a3213925-ef96-4c76-bc43-da6c31b78775,2026-08-01,present,2026-08-01 11:39:27.681234+00
09628052-394f-4ed6-80df-01c9676ec1c2,11d7483f-dcd1-4e65-b35e-922401c98345,a3213925-ef96-4c76-bc43-da6c31b78775,2026-07-18,absent,2026-07-18 11:16:43.355448+00
09736549-9d29-489f-aeb9-86ad113f0dc6,43ad7291-43ff-49f7-8ae8-543a31eced80,f139bff5-780e-4dfa-bde1-3570b1f32467,2026-07-29,present,2026-07-29 12:26:45.334756+00
09820fdc-e937-4df5-a71c-4e64d60af184,88dc27aa-48f1-43ac-9100-b82d62e68570,a3213925-ef96-4c76-bc43-da6c31b78775,2026-07-21,present,2026-07-21 11:19:37.909981+00
09ee003f-0a8d-45e1-885b-b6c1761bcd87,06396a54-2570-402d-b22c-5340828bdaed,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-08-06,present,2026-08-06 13:38:57.638892+00
09f1c9ea-bc7b-4259-8e8e-86d5f68daa83,c62422b7-2f93-40ad-88b1-f4eda82d94cd,daf8a90a-37a0-47f5-8702-79c5a3f22a7b,2026-07-30,present,2026-07-30 11:05:33.898553+00
09f24348-9fc1-441e-818f-861d16b9eeba,2671cea9-346d-442e-b4dc-03403e8468d2,a9bdb9ab-7636-4106-97e1-fe4a23c8449e,2026-08-01,present,2026-08-01 12:47:51.050838+00
0a628c1a-a7e0-45f1-b369-8ffc4b63b56b,070d6330-cb79-40d6-a97d-81bace2defb9,7dd81983-f48b-4a2a-a437-48de07ef60ef,2026-07-31,present,2026-07-31 16:30:51.33124+00
0a9683c0-de12-40c6-b3a7-c45b4371a323,001c967a-f06c-4062-a6ba-d550c6ec4e2b,8e2b063e-e5bc-4586-960c-b59e1638ab90,2026-07-30,present,2026-07-30 17:16:52.209382+00
0b222106-3f10-4cc3-b80c-d6fc77e8d863,11d7483f-dcd1-4e65-b35e-922401c98345,a3213925-ef96-4c76-bc43-da6c31b78775,2026-08-05,present,2026-08-05 11:00:38.281368+00
0b70c72b-47a4-4dd7-89d2-d813a834d65c,665f5d37-4a0f-4811-b223-415f0154d022,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-08-05,present,2026-08-05 12:27:08.251501+00
0bf7304d-488b-4e0c-8cbf-ca59f24e0213,11d7483f-dcd1-4e65-b35e-922401c98345,a3213925-ef96-4c76-bc43-da6c31b78775,2026-08-04,present,2026-08-04 12:12:19.478491+00
0c6d75df-46f3-4153-9f88-db6064737d06,7df8c8ef-c6cb-471e-98dc-a1b39ea1327f,7dd81983-f48b-4a2a-a437-48de07ef60ef,2026-07-30,present,2026-07-30 18:22:45.066058+00
0e18c855-3759-4cfd-aaf1-08d40c084ed8,7d1a633e-2123-47b4-8267-ecf262857dc3,8e2b063e-e5bc-4586-960c-b59e1638ab90,2026-07-30,present,2026-07-30 17:16:26.18077+00
0e2eee48-d10c-467b-9758-9071c9d3485d,a1cb1b17-d8a2-4cf0-9bab-bb73c92977df,a3213925-ef96-4c76-bc43-da6c31b78775,2026-07-28,present,2026-07-28 11:28:57.230371+00
0e6d045c-3f26-4077-bb10-a374c9039c33,2671cea9-346d-442e-b4dc-03403e8468d2,a9bdb9ab-7636-4106-97e1-fe4a23c8449e,2026-07-31,present,2026-07-31 11:56:56.520261+00
0e7018e8-5b01-40e3-8cce-57e9d19c32bb,11522d65-14c7-48dd-a9ce-5a399b7dba62,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-08-05,present,2026-08-05 12:39:52.607277+00
0e995375-949d-4311-a529-12e2fbff3241,2671cea9-346d-442e-b4dc-03403e8468d2,a9bdb9ab-7636-4106-97e1-fe4a23c8449e,2026-07-30,present,2026-07-30 12:02:22.426772+00
0eee6f85-f4da-444f-9e6a-1b3b090d085b,e95f830f-671d-4658-bba5-771eb0c6f6e6,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-07-29,present,2026-07-29 16:32:08.871677+00
0f33907f-513d-45b7-8b65-9c3bbb98e694,21bf52b6-517f-4b7c-99db-befbdb7ac292,8e2b063e-e5bc-4586-960c-b59e1638ab90,2026-08-01,present,2026-08-01 13:48:11.726921+00
0f559e83-b800-4b03-8ab5-5456dcd33fe2,13687291-5761-44ff-8c59-f46e6b03b8b9,daf8a90a-37a0-47f5-8702-79c5a3f22a7b,2026-07-31,present,2026-07-31 11:56:37.427221+00
0fb79495-57ee-4efb-a184-c16fbbbff9eb,2873a7f1-1599-477c-b5c0-f53639c7bfca,daf8a90a-37a0-47f5-8702-79c5a3f22a7b,2026-07-30,present,2026-07-30 11:05:33.898553+00
0fd5cef9-eb3a-48eb-b549-8fbf0eca59ff,2671cea9-346d-442e-b4dc-03403e8468d2,5bcc74cc-5cd5-4695-a607-36ba65c757e7,2026-07-14,absent,2026-07-14 12:20:24.19396+00
0ff3c9da-3ad4-4a25-a2e9-0d6a30828dbd,2873a7f1-1599-477c-b5c0-f53639c7bfca,daf8a90a-37a0-47f5-8702-79c5a3f22a7b,2026-07-14,present,2026-07-14 16:00:35.879268+00
1055467c-fef0-4e07-9ccd-08480a233bab,302af2cb-86c3-4463-b633-0d84a105c022,7dd81983-f48b-4a2a-a437-48de07ef60ef,2026-08-06,present,2026-08-06 13:20:56.503273+00
109afd35-3327-4313-a40d-e6ba157f1206,520f5eeb-8c18-461e-b051-3cdb6f72f5e9,f139bff5-780e-4dfa-bde1-3570b1f32467,2026-07-28,present,2026-07-28 12:33:43.995681+00
10f45a4b-8764-4b62-b0a8-8a0cd2e9fef7,97abc227-00d8-4dd9-ae5d-109f1b7ee850,e4a06a4c-e574-4f8a-b392-357a26375f54,2026-07-28,present,2026-07-28 17:57:03.245965+00
10fec9ed-5f09-4a4c-8877-5a8028879af4,06396a54-2570-402d-b22c-5340828bdaed,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-06-28,holiday,2026-07-13 06:09:32.166659+00
11638a85-9928-465c-ac49-c933da32d7e5,7d1a633e-2123-47b4-8267-ecf262857dc3,8e2b063e-e5bc-4586-960c-b59e1638ab90,2026-07-28,present,2026-07-28 16:45:15.593089+00
1169c1e2-e70b-4b42-ad34-0ce8a278c502,d696341d-00ef-4ffb-b712-eba1c0cc4bf8,a9bdb9ab-7636-4106-97e1-fe4a23c8449e,2026-08-03,present,2026-08-03 12:43:21.899584+00
1182f4d5-db1c-4030-802b-faa1f4bf7f4b,070d6330-cb79-40d6-a97d-81bace2defb9,7dd81983-f48b-4a2a-a437-48de07ef60ef,2026-08-05,absent,2026-08-05 15:37:43.472646+00
11945116-e1bf-4130-963c-c9cd67f5c5cf,e95f830f-671d-4658-bba5-771eb0c6f6e6,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-07-22,present,2026-07-22 11:18:15.627993+00
11c82734-7b8b-44c2-a494-5fb4644cd9c4,665f5d37-4a0f-4811-b223-415f0154d022,3f211ebf-d6d2-460c-8585-4fc08b06cec0,2026-07-31,present,2026-07-31 11:57:25.65193+00
1204714d-6668-499b-bb86-19a97a5a4ef3,cfd7fb59-e915-4e53-b3da-f32846e27d6f,e4a06a4c-e574-4f8a-b392-357a26375f54,2026-07-17,present,2026-07-17 12:31:13.293316+00
1227f39f-2415-431c-b7da-ca5c0dc93df9,39d4794c-a9bb-438d-b5a5-77ef030d0336,8e2b063e-e5bc-4586-960c-b59e1638ab90,2026-07-29,present,2026-07-30 17:17:17.505586+00
12428cbd-426b-4003-85f5-0d45c4a9e331,3daa574d-1f97-45e2-a1e0-eebf7d4ce848,e4a06a4c-e574-4f8a-b392-357a26375f54,2026-08-03,present,2026-08-03 12:27:38.132671+00
124e1d56-731f-4f49-ada3-2c2bd3312ede,39d4794c-a9bb-438d-b5a5-77ef030d0336,8e2b063e-e5bc-4586-960c-b59e1638ab90,2026-07-27,absent,2026-07-27 16:16:12.834023+00
12587cae-55d9-4518-8079-d5a108aa5cfc,36dd4f6e-8a1c-4ec2-99c5-6b5b2dc5f394,3f211ebf-d6d2-460c-8585-4fc08b06cec0,2026-07-29,present,2026-07-29 13:24:15.90363+00
125aedf5-2cb1-42c8-8321-afd1fe88a605,520f5eeb-8c18-461e-b051-3cdb6f72f5e9,f139bff5-780e-4dfa-bde1-3570b1f32467,2026-07-29,present,2026-07-29 12:26:45.334756+00
128dbfa1-f317-4f78-9d79-a2e53a5a8b97,11522d65-14c7-48dd-a9ce-5a399b7dba62,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-08-04,present,2026-08-04 11:52:36.025221+00
128e376d-b673-4286-bc27-acfef48481f4,d696341d-00ef-4ffb-b712-eba1c0cc4bf8,a9bdb9ab-7636-4106-97e1-fe4a23c8449e,2026-08-04,present,2026-08-04 11:58:05.133765+00
130ff1aa-f22e-4689-901a-0af7a8d93fc3,53991a31-3ba4-4e57-9bdf-8a3236feaf52,3f211ebf-d6d2-460c-8585-4fc08b06cec0,2026-08-04,present,2026-08-04 11:05:49.694013+00
137f0d17-3197-4c68-9597-6571fe9a2991,302af2cb-86c3-4463-b633-0d84a105c022,7dd81983-f48b-4a2a-a437-48de07ef60ef,2026-08-03,present,2026-08-03 13:13:05.999257+00
13a4fde9-e32c-4ef7-9ebd-ad59d7e6c135,001c967a-f06c-4062-a6ba-d550c6ec4e2b,34396324-e7f3-4e96-b05a-e7e4defc89e8,2026-08-06,present,2026-08-06 12:30:04.910509+00
147b0861-0597-4a01-b1ec-817258c230df,673b971a-4684-4fc2-a3d7-54abd83b8db1,e4a06a4c-e574-4f8a-b392-357a26375f54,2026-08-04,present,2026-08-04 16:35:38.924915+00
14be57cd-b40f-4fe5-9aba-f26fef0f29cb,7def9fa3-62f6-47a6-a71d-002a68c3df2a,a9bdb9ab-7636-4106-97e1-fe4a23c8449e,2026-08-06,present,2026-08-06 12:41:40.010902+00
14be580b-0359-41b0-afa6-90493afe49ad,fe47c15c-4557-4d96-90b3-b66f6f12db2a,3f211ebf-d6d2-460c-8585-4fc08b06cec0,2026-08-04,present,2026-08-04 11:04:04.786198+00
14ff6080-f7af-4d05-8147-3df0afded44d,d696341d-00ef-4ffb-b712-eba1c0cc4bf8,5bcc74cc-5cd5-4695-a607-36ba65c757e7,2026-07-15,present,2026-07-15 11:27:56.186684+00
152c0c85-28d3-4b77-b770-ca7dc93262fc,06396a54-2570-402d-b22c-5340828bdaed,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-08-07,present,2026-08-07 12:28:27.040992+00
153f45e2-a487-4369-b839-fa7620037c45,88dc27aa-48f1-43ac-9100-b82d62e68570,a3213925-ef96-4c76-bc43-da6c31b78775,2026-07-27,present,2026-07-27 11:41:32.206154+00
155ce8fa-33e7-4954-ae95-778e3e1221c9,2873a7f1-1599-477c-b5c0-f53639c7bfca,daf8a90a-37a0-47f5-8702-79c5a3f22a7b,2026-08-03,absent,2026-08-03 12:19:28.890873+00
1598278e-200d-4f5a-a9fd-cbb484f8098c,10338619-9be5-4f2b-9a68-4c8f80a5b479,3f211ebf-d6d2-460c-8585-4fc08b06cec0,2026-08-04,present,2026-08-04 11:04:16.434693+00
15bdab6c-b4b1-490c-be1e-740a23523358,7def9fa3-62f6-47a6-a71d-002a68c3df2a,a9bdb9ab-7636-4106-97e1-fe4a23c8449e,2026-07-29,present,2026-07-29 16:51:13.077143+00
1621c575-e4d5-4f6b-981f-78eb9dfd48a3,673b971a-4684-4fc2-a3d7-54abd83b8db1,e4a06a4c-e574-4f8a-b392-357a26375f54,2026-07-18,present,2026-07-18 12:31:47.256301+00
1634db68-8e95-4c35-a67f-f00f5b6280f2,11d7483f-dcd1-4e65-b35e-922401c98345,a3213925-ef96-4c76-bc43-da6c31b78775,2026-07-24,present,2026-07-24 11:07:56.400816+00
1694fdf9-a4a9-44d9-80a5-cf0a5d522b09,11d7483f-dcd1-4e65-b35e-922401c98345,a3213925-ef96-4c76-bc43-da6c31b78775,2026-07-11,present,2026-07-17 07:36:30.413399+00
16f23549-8381-452e-9791-d68018efae42,36dd4f6e-8a1c-4ec2-99c5-6b5b2dc5f394,3f211ebf-d6d2-460c-8585-4fc08b06cec0,2026-07-15,present,2026-07-15 11:04:55.579796+00
1707b6a4-5927-4f9f-8b3c-bc3034d08acf,06396a54-2570-402d-b22c-5340828bdaed,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-07-29,present,2026-07-29 16:32:08.871677+00
1715992f-83bd-4e28-ab7c-a43e514cf1dc,7d1a633e-2123-47b4-8267-ecf262857dc3,8e2b063e-e5bc-4586-960c-b59e1638ab90,2026-08-04,present,2026-08-05 13:51:09.504982+00
172db94b-ed20-4321-906a-cc64cfc35b66,88dc27aa-48f1-43ac-9100-b82d62e68570,a3213925-ef96-4c76-bc43-da6c31b78775,2026-07-31,present,2026-07-31 11:11:49.059761+00
1846aef7-15a9-408e-9f3f-63dc49d88a52,fe47c15c-4557-4d96-90b3-b66f6f12db2a,3f211ebf-d6d2-460c-8585-4fc08b06cec0,2026-07-27,present,2026-07-27 17:54:42.831968+00
18896741-eca2-465e-bfdd-87684262e16d,cfd7fb59-e915-4e53-b3da-f32846e27d6f,e4a06a4c-e574-4f8a-b392-357a26375f54,2026-07-18,present,2026-07-18 12:31:53.836815+00
18c03d7e-c4d6-41e2-a9ff-f8959e9310de,13687291-5761-44ff-8c59-f46e6b03b8b9,daf8a90a-37a0-47f5-8702-79c5a3f22a7b,2026-08-07,present,2026-08-07 11:29:51.296038+00
18e15259-4b89-4015-a8ac-ea8b59912fc4,06396a54-2570-402d-b22c-5340828bdaed,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-07-17,present,2026-07-13 06:03:04.215357+00
18f0f9ac-f153-466b-b0b3-c19ae184d0e2,7df8c8ef-c6cb-471e-98dc-a1b39ea1327f,7dd81983-f48b-4a2a-a437-48de07ef60ef,2026-07-23,present,2026-07-23 16:39:51.537508+00
18fe38a4-7ae4-48fd-a2c2-9ea906d0807f,a0b86790-02d5-4d0a-ae4a-81bf20d44d1b,f139bff5-780e-4dfa-bde1-3570b1f32467,2026-07-30,present,2026-07-30 12:00:57.528842+00
19679da1-b07d-4b86-9699-8ae203b4af11,8315df71-c824-4304-9dfa-b6d221a08d29,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-08-01,absent,2026-08-01 13:32:22.605715+00
199bbd51-1399-435e-94a1-3c704ba502b4,09b4a179-788b-4285-b8fd-40de0dc90153,a3213925-ef96-4c76-bc43-da6c31b78775,2026-07-30,present,2026-07-30 12:03:18.369062+00
19abb187-ae40-41a6-88d6-76a1e2efcffa,39d4794c-a9bb-438d-b5a5-77ef030d0336,8e2b063e-e5bc-4586-960c-b59e1638ab90,2026-07-31,present,2026-08-01 05:57:43.113344+00
19def092-3bd4-4536-917b-4d3912298dbb,209a7cc0-b3c1-4bcb-8e09-441984bc81ac,8e2b063e-e5bc-4586-960c-b59e1638ab90,2026-08-03,present,2026-08-03 12:20:24.175517+00
1a96614a-1907-487b-b1c5-e9f18acdc972,09b4a179-788b-4285-b8fd-40de0dc90153,a3213925-ef96-4c76-bc43-da6c31b78775,2026-07-11,present,2026-07-17 07:35:15.659074+00
1acedbc0-dc86-434d-9c12-82648dc766e9,43ad7291-43ff-49f7-8ae8-543a31eced80,f139bff5-780e-4dfa-bde1-3570b1f32467,2026-07-16,present,2026-07-16 11:07:54.657525+00
1c01744c-0ce7-46e6-85ff-7a38327de0a5,7d1a633e-2123-47b4-8267-ecf262857dc3,8e2b063e-e5bc-4586-960c-b59e1638ab90,2026-07-29,present,2026-07-30 17:17:34.206975+00
1c9a6aa0-f8cf-4b8a-afcc-d966766f8f7f,06396a54-2570-402d-b22c-5340828bdaed,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-07-11,present,2026-07-13 05:52:00.548075+00
1cc30512-20f1-40bd-871b-667457a1f72b,520f5eeb-8c18-461e-b051-3cdb6f72f5e9,f139bff5-780e-4dfa-bde1-3570b1f32467,2026-08-04,present,2026-08-04 11:16:55.987464+00
1ce99b30-cad2-4ac1-a218-1f01642e2d7e,d7f13603-e2ee-4a9c-8f00-780bc8ed9d4f,5bcc74cc-5cd5-4695-a607-36ba65c757e7,2026-07-15,present,2026-07-15 11:27:59.721602+00
1d15d6c1-f076-44cc-be28-40b2cc0e0ea6,06396a54-2570-402d-b22c-5340828bdaed,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-07-14,present,2026-07-14 12:12:31.861481+00
1e1d07aa-079f-4977-9df0-afd6051cac34,09b4a179-788b-4285-b8fd-40de0dc90153,a3213925-ef96-4c76-bc43-da6c31b78775,2026-07-18,present,2026-07-18 11:16:43.355448+00
1e6bd97d-f465-44b1-b8d6-ae22a86d4193,4fe800b2-b745-4cd4-8ed1-517b28dbe0e3,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-07-25,present,2026-07-25 11:25:00.365077+00
1ea66142-c655-464d-9606-0c6eb0a89b3c,10338619-9be5-4f2b-9a68-4c8f80a5b479,3f211ebf-d6d2-460c-8585-4fc08b06cec0,2026-08-06,present,2026-08-06 12:24:37.62679+00
1f00c9df-d8c4-4eb8-af47-023320a8ae40,2873a7f1-1599-477c-b5c0-f53639c7bfca,daf8a90a-37a0-47f5-8702-79c5a3f22a7b,2026-07-17,present,2026-07-17 12:14:39.366043+00
1fe1cff3-e173-4797-abe1-17708b1dc058,9536fa54-1bd3-42c4-908e-6ff55c77b7ae,341cd4f7-8e45-4a26-a570-77755a90a42c,2026-08-05,present,2026-08-05 12:39:53.147828+00
20a35851-303f-4291-a1e5-e43695b9c66d,7def9fa3-62f6-47a6-a71d-002a68c3df2a,5bcc74cc-5cd5-4695-a607-36ba65c757e7,2026-07-15,present,2026-07-15 11:28:01.744145+00
